song_name,artist,valence,energy,tempo,danceability,loudness,acousticness,instrumentalness,speechiness,liveness,popularity,language,mood
Girls Just Want to Have Fun (Version 4),Cyndi Lauper,0.6475271665072287,0.547010498710842,138.9526181269638,0.8357201956694404,-5.333049879222723,0.38486901938981677,0.11246117385711121,0.07857105466791633,0.3540096948663111,38,Spanish,happy
Dancing Queen (Version 4),ABBA,0.6894383354077811,0.8852890157762445,100.72926848138898,0.9364454720184375,-9.654720704395391,0.35645724547922847,0.15831033272588996,0.19880401534028105,0.0758287976573896,95,French,happy
Don't Stop Me Now (Version 4),Queen,0.8215417137605283,0.8877210142476396,131.38587065020891,0.7832293871608681,-4.434010488123063,0.1818164259071093,0.18826742402521904,0.12933343302692704,0.36540530367184615,76,English,happy
I Gotta Feeling (Version 4),Black Eyed Peas,0.6181785521365831,0.6123852758368922,157.02468904459352,0.9006187027509123,-6.3547459777142965,0.24805303912061472,0.0832143548943398,0.06198059715303943,0.21229444172899375,35,Korean,happy
Levitating (Version 4),Dua Lipa,0.7413408912104211,0.7334624447403488,104.66407821789909,0.9384776634497749,-2.110314044163177,0.2792646856078981,0.16082890990323612,0.08261969476867573,0.33482825689743206,10,English,happy
Blinding Lights (Version 4),The Weeknd,0.8738924690215517,0.5650467757379565,154.65563106963054,0.870141759315426,-2.4016006936646077,0.290287803355344,0.18402455878073695,0.10110131616940521,0.37645496917390464,73,English,happy
Watermelon Sugar (Version 4),Harry Styles,0.9464255558001633,0.5180874680424757,101.58201846983512,0.6694085150951223,-3.515573353745337,0.39491045172597783,0.045125067331058456,0.13100222160986297,0.18331179982085755,99,English,happy
Dynamite (Version 4),BTS,0.9879657591258413,0.8368475692542835,150.29972228266826,0.7109119219077367,-6.681443981298679,0.1093628287722825,0.016912648995278133,0.17700280396335905,0.33451535319552717,40,English,happy
Peaches (Version 4),Justin Bieber,0.9998870693144523,0.8986547348295622,133.32590233615764,0.8460443368312297,-2.441874160940576,0.33985895627096463,0.07420443052295929,0.1065925030027159,0.09520579530302326,49,English,happy
Walking on Sunshine (Version 5),Katrina,0.981620410903489,0.742469853780352,113.71856833020776,0.8022653079826355,-5.054974076336833,0.14326508721313622,0.034067277659888706,0.14416744325077593,0.2321076953163277,40,Spanish,happy
Happy (Version 5),Pharrell Williams,0.9089273566942557,0.7080654004447974,151.1308900191124,0.7483580774485185,-5.51249622771691,0.350661441063338,0.1210448598637191,0.052782588836608926,0.060073936709668645,94,English,happy
Can't Stop the Feeling (Version 5),Justin Timberlake,0.9020549022694476,0.7481238205413858,142.24478608595342,0.5958338726790098,-8.909028195305842,0.005817866267152772,0.10517626764197908,0.13028600676528762,0.18728541578490632,43,Korean,happy
Shake It Off (Version 5),Taylor Swift,0.7749899688094917,0.8616634777974994,120.89532802139803,0.7312952701219149,-3.7307758980708554,0.15861711292850808,0.18662601006836205,0.1766018304869467,0.3823322182801748,15,English,happy
Uptown Funk (Version 5),Bruno Mars,0.6588293923716152,0.8706350500645978,129.52697758477228,0.6162099747345312,-6.3269139500939096,0.39201303011419086,0.14778542819786086,0.0858877737488764,0.27169029901085406,24,English,happy
Good as Hell (Version 5),Lizzo,0.6960582475112772,0.5303453312434656,107.73278331463895,0.5576206275309976,-8.784778451901644,0.05553086905976406,0.19226242344096436,0.06091961434785462,0.17098354916335212,23,Korean,happy
Girls Just Want to Have Fun (Version 5),Cyndi Lauper,0.9587153639624048,0.689584656105149,140.05346431126162,0.5775439420407334,-8.461687849530634,0.016347446506591545,0.05068051892164936,0.07736035763543297,0.11195366949686139,50,English,happy
Dancing Queen (Version 5),ABBA,0.6354810135028223,0.5482543484402403,127.64672608196355,0.5928501732826066,-7.085841111615396,0.20136690834194276,0.2071184485888096,0.036683063772986815,0.32979363961816494,32,English,happy
Don't Stop Me Now (Version 5),Queen,0.8511601557963631,0.5327036127795488,152.41471744640663,0.9143925802393159,-9.51137632116109,0.1107510592588815,0.2418603839379184,0.15720414736522192,0.11458235677473207,69,Spanish,happy
I Gotta Feeling (Version 5),Black Eyed Peas,0.6837397293346841,0.6481888411165528,129.07137911146128,0.7782146471886331,-7.048690883441821,0.18501388645325917,0.22424128144012695,0.03623614449140164,0.13835293052040726,77,English,happy
Levitating (Version 5),Dua Lipa,0.885339834353821,0.8580827350748798,130.70064652693998,0.739451068369392,-9.142623909281792,,0.15978517993650695,0.07121998561790405,0.14423513083228334,91,Spanish,happy
Blinding Lights (Version 5),The Weeknd,0.7509136652418491,0.5080284791110905,119.3247499349907,0.5951516031484451,-7.380021182576683,0.04790485272770049,0.26715818422196846,0.13091071710418828,0.2876858117005714,78,English,happy
Watermelon Sugar (Version 5),Harry Styles,0.9156684954429353,0.6993768795716229,105.21521728524542,0.7416979438183464,-5.305271055832967,0.298175789673732,0.1294978638689038,0.051688651475245845,0.14932156702955357,10,English,happy
Dynamite (Version 5),BTS,0.7452329185594541,0.7583668965326404,134.24669828013472,0.6602435266540307,-2.1078780096561625,0.24230992774275487,0.07116803752079834,0.04730302034546864,0.10350069871451623,69,English,happy
Peaches (Version 5),Justin Bieber,0.6983830913538033,0.5642725493038223,111.19402144307834,0.6282928259122311,-8.613011237641961,0.3587061698505701,0.024070123698492662,0.1191669362269433,0.19363888944638152,46,French,happy
Walking on Sunshine (Version 6),Katrina,0.9929514467634426,0.5448155608672209,123.8713359427445,0.936261694973916,-3.075942992848158,0.326828828379712,0.07737084811348195,0.05905088985631119,0.28402512697355087,90,Korean,happy
Happy (Version 6),Pharrell Williams,0.9717503956510343,0.7227051572055719,134.29676136819398,0.6259905921471278,-3.844056534464505,0.07481749942300935,0.0971037709212731,0.10232419456479086,0.2276636325395593,38,English,happy
Can't Stop the Feeling (Version 6),Justin Timberlake,0.6969638929660321,0.5459347298956814,136.63720254649795,0.629883748958115,-5.350094228619102,0.06174508610968093,0.14434203055644523,0.1205402035337696,0.06813823788784942,34,English,happy
Shake It Off (Version 6),Taylor Swift,0.7346417112775683,0.5537658707755897,103.80249822836606,0.9454821045754753,-7.421169240202216,0.32394977834185396,0.07639219642912916,0.145855462778068,0.3160797509613903,26,English,happy
Uptown Funk (Version 6),Bruno Mars,0.8382554962431377,0.6886304754200634,124.71045484883611,0.6569907199443479,-2.5637668460173932,0.3322477631150917,0.28950807319995375,0.051130527992542606,0.3058036163212755,48,Spanish,happy
Good as Hell (Version 6),Lizzo,0.9753361827284152,0.5724932264662641,103.98977604200665,0.8335042921805265,-5.404215094560705,0.33673151070330887,0.041931712987886845,0.16519544301618133,0.1205695620167106,20,English,happy
Girls Just Want to Have Fun (Version 6),Cyndi Lauper,0.6654623771462818,0.5657063191723972,148.8744832138829,0.79933874931329,-5.815476601847045,0.143532193649401,0.26316016224393246,0.09671566826184802,0.335809803815052,57,English,happy
Dancing Queen (Version 6),ABBA,0.7756539634280873,0.650777771769963,127.76078714017639,0.6356200433738639,-4.019124958589991,0.20108815603699168,0.06966380854404519,0.18292767745667665,0.18436192748062402,54,English,happy
Don't Stop Me Now (Version 6),Queen,0.8174211444455954,0.8625888443858187,137.45427975483952,0.5526041183187638,-2.481343011092199,0.25108322122856713,0.10047168439712584,0.05367625235277583,0.3279088162446036,63,English,happy
I Gotta Feeling (Version 6),Black Eyed Peas,0.8480291023714054,0.7133844367905287,153.63355498305745,0.8548687450510388,-8.78660096213799,0.1246888271182193,0.07454674194433972,0.1564708697373551,0.06173635215752279,24,English,happy
Levitating (Version 6),Dua Lipa,0.8279558739485267,0.8049834742962763,152.60593820570497,0.6539367869221584,-3.429941562623897,0.044252694782082894,0.25393568752035545,0.05167307259643701,0.18905055169612855,59,Korean,happy
Blinding Lights (Version 6),The Weeknd,0.9189181463118214,0.5599669709395095,113.75508371395848,0.8250136557768798,-4.239707707631405,0.25645905315411893,0.20818453334013,0.12226315536909135,0.13812967061743348,40,English,happy
Watermelon Sugar (Version 6),Harry Styles,0.7382783974015678,0.5726390867205703,154.50703368001768,0.7625263076447542,-6.793188665890881,0.18480232145765307,0.28418500188354456,0.05606973852973363,0.25518044120587907,69,Korean,happy
Dynamite (Version 6),BTS,0.8023554715537864,0.7445816941738591,101.08661102925043,0.8924557590248681,-2.543053740131101,0.2260532734356836,0.20899524716306767,0.18682489480014028,0.2975335220096895,83,English,happy
Peaches (Version 6),Justin Bieber,0.6610156171657046,0.7305153440667252,136.40290278297135,0.6908588020860738,-4.108446115002217,0.37374680590760595,0.2776705538720329,0.10664269313870246,0.08963331604426435,69,French,happy
Walking on Sunshine (Version 7),Katrina,0.9939364795849338,0.8355592345783737,107.47976087219601,0.9143788471778175,-3.0408291035029738,0.20753522285042886,0.17738263072347876,0.09783045965792214,0.06916657358771097,45,English,happy
Happy (Version 7),Pharrell Williams,0.7340788966583603,0.8211413794392046,100.27792138027617,0.6500746272610148,-6.8146504512724535,0.21495824117516915,0.27595668492382813,0.08887881904221342,0.1714336206636797,10,Spanish,happy
Can't Stop the Feeling (Version 7),Justin Timberlake,0.8950004992438994,0.6808871763559229,113.47628937639891,0.703597782259712,-8.873143836961601,0.07055479460248933,0.14951033182184392,0.10121732641577315,0.37019606537383504,82,English,happy
Shake It Off (Version 7),Taylor Swift,0.7449575596466532,0.7322353401112174,137.93585727517183,0.5058925054647502,-4.691701023866315,0.07121438674790058,0.28832109524083654,0.055272663718029205,0.19511844330445832,61,English,happy
Uptown Funk (Version 7),Bruno Mars,0.6341398672314575,0.8987497007383789,130.13170061987455,0.7679232577940196,-9.46338818089258,0.29998418815967115,0.06297167792867572,0.18266922920492135,0.12179887416870251,20,Korean,happy
Good as Hell (Version 7),Lizzo,0.6762750882654667,0.5146198671392379,128.32401670659996,0.7541785099681774,-9.474330884573181,0.31021104667800425,0.13598665042440827,0.11914634578568861,0.20426696142837986,29,English,happy
Girls Just Want to Have Fun (Version 7),Cyndi Lauper,0.7603052243501304,0.7238561325232872,109.31441475584275,0.5818676587228719,-3.1057150318918616,0.3784461848534531,0.11199279488392588,0.07602659443440414,0.27539984013365554,63,English,happy
Dancing Queen (Version 7),ABBA,0.7634936684392386,0.5101545422641379,109.36915584197142,0.8221875029813288,-4.728608464718789,0.010838397001393397,0.06659164857988482,0.06928271541997214,0.285162460259555,12,English,happy
Don't Stop Me Now (Version 7),Queen,0.6078842151017456,0.5416434327938295,147.99496512239136,0.5803450979244501,-4.778031137185002,0.09527311241869062,0.029832417827803548,0.0713392724699072,0.30279342614948074,57,English,happy
I Gotta Feeling (Version 7),Black Eyed Peas,0.9422785872425143,0.8320879458267967,123.83101177710729,0.8006383114567908,-8.360125636673432,0.11725909210440531,0.2689007455563359,0.03221032699682513,0.07992798579906384,25,English,happy
Levitating (Version 7),Dua Lipa,0.6831545020584109,0.5106128815495279,110.88612610538783,0.7623687024363615,-6.628603595260016,0.35706868443079,0.24523306852153226,0.08810894978863892,0.14079820170095236,36,Korean,happy
Blinding Lights (Version 7),The Weeknd,0.7518769632669068,0.7361179770059231,116.08381844937257,0.7808670085321103,-6.724706782470077,0.22081887234079212,0.130837958740595,0.08005917912212601,0.38195865743675483,83,Korean,happy
Watermelon Sugar (Version 7),Harry Styles,0.9054423176639044,0.556045270306581,152.10807855387478,0.7193440392122812,-2.8435821848472687,0.3199421023789261,0.12756405134077003,0.033819782414419956,0.14403707578473113,33,Korean,happy
Dynamite (Version 7),BTS,0.8166536858643467,0.753391287930459,115.47326112599214,0.5627102333327708,-3.320558105605607,0.39376087228142087,0.15770705469080573,0.059185478594211596,0.14530756428177916,48,English,happy
Peaches (Version 7),Justin Bieber,0.6073562706189867,0.8657195226241996,107.06506497340847,0.7594324139814141,-7.807558234502352,0.22167120100631738,0.19542611650555927,0.17105610663022427,0.12224744511621113,14,English,happy
Walking on Sunshine (Version 8),Katrina,0.6043983314633922,0.5547542520275229,154.0011185108863,0.8932505349031319,-5.220695182637534,0.24020674417346136,0.19951100236387664,0.059813117365986435,0.37004418107373593,72,English,happy
Happy (Version 8),Pharrell Williams,0.7675082099568292,0.653255411299799,131.13506231697025,0.5211346850487748,-8.669733049951365,0.2952134465705482,0.02483960037753794,0.13253585860928602,0.13587218838846235,30,English,happy
Can't Stop the Feeling (Version 8),Justin Timberlake,0.7557182456167906,0.61547749470828,121.34036298789695,0.8235706573329105,-7.6230262750146,,0.1428151206597299,0.1428240981116502,0.3778904087636653,32,English,happy
Shake It Off (Version 8),Taylor Swift,0.8930288388841001,0.5859761514363027,101.87098810367708,0.6180188199349212,-5.239376554397961,0.020570325393700142,0.1489098741603709,0.13146328431587118,0.16698536178593631,42,Spanish,happy
Uptown Funk (Version 8),Bruno Mars,0.9083648814983287,0.5426393012535087,104.50826690414853,0.8276849402916215,-6.036069470350412,0.27536095857109444,0.13044820158112386,0.07188834565064817,0.3366858111859699,83,English,happy
Good as Hell (Version 8),Lizzo,0.9197663515875917,0.7778785883417707,116.32870823379776,0.7656038000910892,-7.112208824479786,0.03663282933065366,0.27519407263867285,0.05325916725622344,0.38258307383728085,41,English,happy
Girls Just Want to Have Fun (Version 8),Cyndi Lauper,0.7784023091831823,0.5740531715354479,132.51405684270148,0.8928256261443837,-4.1422009087235105,0.32262445914457993,0.1976350100132152,0.1476870159680349,0.34721847804786177,82,English,happy
Dancing Queen (Version 8),ABBA,0.6998672035436744,0.6957699854572562,113.27256650917613,0.9444506035984911,-2.447525282507094,0.01577072454740236,0.21167255175470653,0.1872922139606632,0.11320137079456674,28,English,happy
Don't Stop Me Now (Version 8),Queen,0.8271780922210518,0.8661953190352167,102.03675871514793,0.813839120261078,-7.621207941019594,0.3697584781506122,0.2913174735496103,0.1905253031492838,0.21597497583011233,52,English,happy
I Gotta Feeling (Version 8),Black Eyed Peas,0.9448170603957253,0.8378197594140282,119.14602839459533,0.8730119633678048,-9.703938922276059,0.23850795139282122,0.06900265118631091,0.0504963705821374,0.07693362057022321,85,English,happy
Levitating (Version 8),Dua Lipa,0.8785155103512559,0.6359499855072265,143.4860062917257,0.529410353359524,-7.477677297355117,0.2157965169501349,0.23721694945168906,0.08418792549845189,0.2690619817529532,44,Spanish,happy
Blinding Lights (Version 8),The Weeknd,0.9543910992944749,0.7463452752729218,113.97756848521803,0.5109803517004421,-3.039209008792561,0.008507764340154855,,0.11991931278462604,0.37867369447951366,84,English,happy
Watermelon Sugar (Version 8),Harry Styles,0.9195132943094662,0.899173644213335,121.04270892710261,0.8452347300190071,-6.784552691126063,0.19195024812156355,0.18825163896551103,0.1785251094116776,0.3944292142197533,51,English,happy
Dynamite (Version 8),BTS,0.9073093655458073,0.6671067128669335,125.2814201366242,0.8319120357150012,-8.089782833853581,0.04418964525255786,0.10638664729223296,0.0788306285811939,0.15370784215959654,93,English,happy
Peaches (Version 8),Justin Bieber,0.6934431004199639,0.5168372758545448,101.07243608400483,0.9444750753812141,-6.577814930113101,0.1537306588638727,0.20389418480792096,0.06710316093706091,0.3824864143825789,94,English,happy
Walking on Sunshine (Version 9),Katrina,0.9145380057662208,0.5357644009249038,125.0548465470957,0.8956032384029741,-2.4421438216687177,0.1869606044999479,0.1840234167632123,0.05839577083565279,0.3969090191479418,57,English,happy
Happy (Version 9),Pharrell Williams,0.6926686805533774,0.8770927096540503,138.97879893954212,0.7734815576954865,-5.898491911867931,0.09226792468710349,0.052958409601652476,0.06748265554192981,0.11525339175048908,52,English,happy
Can't Stop the Feeling (Version 9),Justin Timberlake,0.9118337894267013,0.640050103666692,103.47056059380378,0.936096183563365,-2.9297129202925944,0.3711009132780852,0.2984723467939306,0.05956219236731284,0.18868470661593056,24,English,happy
Shake It Off (Version 9),Taylor Swift,0.9032953902816365,0.7784082472215169,109.2337543803913,0.867124906245778,-8.204475425306715,0.08952704592904924,0.16109232686802408,0.13079978892308952,0.2530301727432339,97,English,happy
Uptown Funk (Version 9),Bruno Mars,0.6365947349591019,0.8509843450521521,115.93600255532236,0.5582817145772618,-2.8900153610481825,0.38226059929190137,0.25863828517963516,0.16761773270322927,0.2793346932236576,74,English,happy
Good as Hell (Version 9),Lizzo,0.8203429482436557,0.5347947039645641,124.50719278424192,0.6677098326555413,-7.92196972991739,0.289368045475434,0.14876272052363124,0.04377785670430015,0.12706412068243397,47,English,happy
Girls Just Want to Have Fun (Version 9),Cyndi Lauper,0.8733035054638383,0.53045234379612,151.07241484292612,0.7228159371562884,-6.155307381386816,0.23696311386380706,0.24740428977754475,0.08912756534337282,0.28730565339567227,65,Korean,happy
Dancing Queen (Version 9),ABBA,0.8262927855983164,0.6068113080677685,152.7177991813095,0.8588417097231176,-4.732385322732596,0.34023269163769676,0.2601882602879407,0.1504217060415559,0.3429546649272852,69,English,happy
Don't Stop Me Now (Version 9),Queen,0.8789885846677135,0.7720563087041201,137.11668269291107,0.8387224878009385,-8.73115915765541,0.3523483036795714,0.26155305832356956,0.034972038115875057,0.33903586269766695,41,English,happy
