song_name,artist,valence,energy,tempo,danceability,loudness,acousticness,instrumentalness,speechiness,liveness,popularity,language,mood
Good as Hell (Version 2),Lizzo,0.7364265404201034,0.5453894084962356,155.48161709671376,0.8948027090214414,-7.936466978278755,0.2639936184136716,0.2451666600603647,0.1243841379719086,0.2353777024246022,31,Korean,happy
Girls Just Want to Have Fun (Version 2),Cyndi Lauper,0.6967409163601807,0.5372411071223597,153.83294547719962,0.9051881257234986,-4.9351883418138565,0.1356119164194802,0.1047628723837982,0.1534124654079407,0.363988590983402,52,English,happy
Dancing Queen (Version 2),ABBA,0.954834569706047,0.8119502183430496,138.52189876925726,0.537862984247772,-8.70697028724309,0.3594216754108317,0.1819287178978769,0.031563498774827,0.0855150400031112,78,English,happy
Don't Stop Me Now (Version 2),Queen,0.8654007076432223,0.5020246335384875,109.64848308504992,0.7469302052149638,-4.464838418458454,0.2607845038010402,0.0672807928381679,0.1510704676290811,0.13303718062388,53,English,happy
I Gotta Feeling (Version 2),Black Eyed Peas,0.7301598792637071,0.7985965620472097,138.97797394283288,0.88215053472238,-4.739096861597253,0.2273234413341886,0.0281024303484277,0.0925116865201037,0.1428208286886039,63,Korean,happy
Levitating (Version 2),Dua Lipa,0.6975958573516334,0.8892042219009783,123.58586348000564,0.901420949829701,-4.950890992021897,0.3179245214166594,0.1507911279315576,0.128073660386481,0.2223811928366024,79,English,happy
Blinding Lights (Version 2),The Weeknd,0.6780971951192178,0.7889808461046022,116.84634174645134,0.5109421848941542,-4.8362216327426575,0.0708442717628195,0.2821375753058743,0.1921678580904398,0.370202536577157,84,English,happy
Watermelon Sugar (Version 2),Harry Styles,0.7480634801021777,0.506182646611547,155.6991137552635,0.6926828667427914,-2.2667614476506435,0.3854479908357011,0.255902836640208,0.0800563116518295,0.1847842050106738,12,English,happy
Dynamite (Version 2),BTS,0.9404546686067428,0.6267688020625111,110.16956480116556,0.7505605681062575,-2.5107618067137523,0.2784119186699892,0.1710183510268094,0.0465200039410306,0.2652525293447094,40,English,happy
Peaches (Version 2),Justin Bieber,0.9960215400417052,0.5560336060946096,131.0997791418242,0.8948178823675799,-4.0738510579663645,0.2788062963981072,0.2107452251961327,0.0911134957073583,0.1527571454925727,65,Korean,happy
Walking on Sunshine (Version 3),Katrina,0.9237444621914056,0.8240453578716723,152.02433911480622,0.910958248650412,-5.909260809112498,0.2006065178748798,0.2394885536900325,0.1404938682322201,0.2956884070401962,55,English,happy
Happy (Version 3),Pharrell Williams,0.9183170677744404,0.8560021367270265,120.27970941109214,0.6690123286879748,-9.248144481273048,0.2313120563984696,0.0107826821390226,0.1091516630825182,0.2399256221476518,14,English,happy
Can't Stop the Feeling (Version 3),Justin Timberlake,0.7146165008513138,0.7363333042276043,101.83001499634295,0.5168066849371464,-3.419195514722734,0.1440762565645051,0.0381181537955654,0.1187813542093167,0.3194977435845138,59,English,happy
Shake It Off (Version 3),Taylor Swift,0.6863284109987373,0.7491561903276001,105.12084789962609,0.5232567745258735,-5.749162947454816,0.2162540486440426,0.1912289704494619,0.1534355267328525,0.3915482278118871,85,English,happy
Uptown Funk (Version 3),Bruno Mars,0.8065201393204782,0.6291825891764984,147.7111716861222,0.6218745130679334,-6.488228634354911,0.0313825525369063,0.0076052230246372,0.1936502304952472,0.342593042179272,12,English,happy
Good as Hell (Version 3),Lizzo,0.8783896824374792,0.6635811777657079,110.39765920425074,0.5703966692019887,-7.998056814683237,0.2196906658824482,0.2143787768100186,0.1422335540420143,0.14797686393108,31,English,happy
Girls Just Want to Have Fun (Version 3),Cyndi Lauper,0.9819461122652776,0.7951587666783074,133.26124315068404,0.7752743358054585,-6.643199500577681,0.3596968013237788,0.1067918035953784,0.1588338387789427,0.0550377210204145,75,English,happy
Dancing Queen (Version 3),ABBA,0.6464290562027665,0.5184010568087011,102.4437281391382,0.8849572628049532,-4.370737124959811,0.18966953163493,0.0293502481953004,0.1135746987698615,0.215715119773198,64,English,happy
Don't Stop Me Now (Version 3),Queen,0.669280747964006,0.6735406596951892,123.9102840638424,0.7771325441234973,-4.91925079305885,0.0181216039088178,0.1123837843879413,0.1363961856714202,0.2260976905030307,25,English,happy
I Gotta Feeling (Version 3),Black Eyed Peas,0.9425959364753288,0.763477452647578,109.77606562488576,0.5317559363301935,-4.860645774349475,0.0106045242166487,0.175732674382039,0.1898391410422428,0.2514159622565576,82,English,happy
Levitating (Version 3),Dua Lipa,0.7552679704826087,0.7573152873769413,127.495173429491,0.7455275551921707,-2.4682815297877987,0.1544410551203097,0.2883571691471742,0.1839096091325308,0.1185268971762537,77,English,happy
Blinding Lights (Version 3),The Weeknd,0.6277445203500661,0.5403112005509707,101.093309539093,0.5424993323401678,-4.535945812669145,0.0284754593840915,0.0956926890881283,0.1736288028648072,0.058145177507539,79,English,happy
Watermelon Sugar (Version 3),Harry Styles,0.9257873930355744,0.61274190990936,107.08988965729938,0.8135317244138678,-4.968457225760928,0.3509888054108212,0.2205213131411657,0.1665917581654242,0.1487121003999572,70,English,happy
Dynamite (Version 3),BTS,0.6709758175118891,0.8002459006563434,148.41008435603584,0.945727313900303,-6.699058584708588,0.1488072343171132,0.232923888222599,0.087936601843013,0.3757650639612476,93,English,happy
Peaches (Version 3),Justin Bieber,0.9433651007372048,0.6715976109500074,145.05226406748983,0.839544293338107,-9.17500904931254,0.3610211626718267,0.1515757117343571,0.170497769238316,0.1620173603607141,15,English,happy
Walking on Sunshine (Version 4),Katrina,0.9582092913984802,0.6556806714936653,100.6502590888179,0.9074218893886684,-9.269706585710932,0.1277254550361659,0.2850185901152414,0.1916032149793845,0.2507032608431501,84,English,happy
Happy (Version 4),Pharrell Williams,0.8527348848679197,0.6793782087913279,117.59264630188387,0.6478990454164621,-4.619852351383693,0.300949811775072,0.2374737131177545,0.1642350842750741,0.0819221360670416,79,English,happy
Can't Stop the Feeling (Version 4),Justin Timberlake,0.7977681218810326,0.5230235040066578,132.97173293942413,0.6986887256180196,-2.898366537933602,0.1403660050208315,0.0351201049282817,0.054308585948982,0.3165287211011153,41,English,happy
Shake It Off (Version 4),Taylor Swift,0.8472872253265045,0.540449070449116,105.04640836689984,0.815436109156604,-9.417895949086452,0.3287440237161425,0.2118726681469488,0.0438292927091229,0.0796931999298171,96,English,happy
Uptown Funk (Version 4),Bruno Mars,0.9946558314004702,0.6497083183024481,122.23852882401346,0.8657598052658761,-2.4220113809291304,0.3944004255291484,0.2260134555776825,0.0939641295402556,0.079225250844534,93,English,happy
Good as Hell (Version 4),Lizzo,0.9108587663709748,0.723361699894322,125.45332055481856,0.9078594732926312,-9.11042014155079,0.1970500417163436,0.0034060934302257,0.1096723091390014,0.069706146488643,65,English,happy
Girls Just Want to Have Fun (Version 4),Cyndi Lauper,0.6475271665072287,0.547010498710842,138.9526181269638,0.8357201956694404,-5.333049879222723,0.3848690193898167,0.1124611738571112,0.0785710546679163,0.3540096948663111,38,Spanish,happy
Dancing Queen (Version 4),ABBA,0.6894383354077811,0.8852890157762445,100.72926848138898,0.9364454720184376,-9.654720704395393,0.3564572454792284,0.1583103327258899,0.198804015340281,0.0758287976573896,95,French,happy
Don't Stop Me Now (Version 4),Queen,0.8215417137605283,0.8877210142476396,131.38587065020891,0.7832293871608681,-4.434010488123063,0.1818164259071093,0.188267424025219,0.129333433026927,0.3654053036718461,76,English,happy
I Gotta Feeling (Version 4),Black Eyed Peas,0.6181785521365831,0.6123852758368922,157.02468904459352,0.9006187027509123,-6.3547459777142965,0.2480530391206147,0.0832143548943398,0.0619805971530394,0.2122944417289937,35,Korean,happy
Levitating (Version 4),Dua Lipa,0.7413408912104211,0.7334624447403488,104.66407821789907,0.9384776634497748,-2.110314044163177,0.2792646856078981,0.1608289099032361,0.0826196947686757,0.334828256897432,10,English,happy
Blinding Lights (Version 4),The Weeknd,0.8738924690215517,0.5650467757379565,154.65563106963054,0.870141759315426,-2.401600693664608,0.290287803355344,0.1840245587807369,0.1011013161694052,0.3764549691739046,73,English,happy
Watermelon Sugar (Version 4),Harry Styles,0.9464255558001632,0.5180874680424757,101.58201846983512,0.6694085150951223,-3.515573353745337,0.3949104517259778,0.0451250673310584,0.1310022216098629,0.1833117998208575,99,English,happy
Dynamite (Version 4),BTS,0.9879657591258412,0.8368475692542835,150.29972228266826,0.7109119219077367,-6.681443981298679,0.1093628287722825,0.0169126489952781,0.177002803963359,0.3345153531955271,40,English,happy
Peaches (Version 4),Justin Bieber,0.9998870693144524,0.8986547348295622,133.32590233615764,0.8460443368312297,-2.441874160940576,0.3398589562709646,0.0742044305229592,0.1065925030027159,0.0952057953030232,49,English,happy
Walking on Sunshine (Version 5),Katrina,0.981620410903489,0.742469853780352,113.71856833020776,0.8022653079826355,-5.054974076336833,0.1432650872131362,0.0340672776598887,0.1441674432507759,0.2321076953163277,40,Spanish,happy
Happy (Version 5),Pharrell Williams,0.9089273566942556,0.7080654004447974,151.1308900191124,0.7483580774485185,-5.51249622771691,0.350661441063338,0.1210448598637191,0.0527825888366089,0.0600739367096686,94,English,happy
Can't Stop the Feeling (Version 5),Justin Timberlake,0.9020549022694476,0.7481238205413858,142.24478608595342,0.5958338726790098,-8.909028195305842,0.0058178662671527,0.105176267641979,0.1302860067652876,0.1872854157849063,43,Korean,happy
Shake It Off (Version 5),Taylor Swift,0.7749899688094917,0.8616634777974994,120.89532802139804,0.7312952701219149,-3.730775898070856,0.158617112928508,0.186626010068362,0.1766018304869467,0.3823322182801748,15,English,happy
Uptown Funk (Version 5),Bruno Mars,0.6588293923716152,0.8706350500645978,129.52697758477228,0.6162099747345312,-6.3269139500939096,0.3920130301141908,0.1477854281978608,0.0858877737488764,0.271690299010854,24,English,happy
Good as Hell (Version 5),Lizzo,0.6960582475112772,0.5303453312434656,107.73278331463897,0.5576206275309976,-8.784778451901644,0.055530869059764,0.1922624234409643,0.0609196143478546,0.1709835491633521,23,Korean,happy
Girls Just Want to Have Fun (Version 5),Cyndi Lauper,0.9587153639624048,0.689584656105149,140.05346431126162,0.5775439420407334,-8.461687849530634,0.0163474465065915,0.0506805189216493,0.0773603576354329,0.1119536694968613,50,English,happy
Dancing Queen (Version 5),ABBA,0.6354810135028223,0.5482543484402403,127.64672608196356,0.5928501732826066,-7.085841111615396,0.2013669083419427,0.2071184485888096,0.0366830637729868,0.3297936396181649,32,English,happy
Don't Stop Me Now (Version 5),Queen,0.8511601557963631,0.5327036127795488,152.41471744640663,0.914392580239316,-9.51137632116109,0.1107510592588815,0.2418603839379184,0.1572041473652219,0.114582356774732,69,Spanish,happy
I Gotta Feeling (Version 5),Black Eyed Peas,0.6837397293346841,0.6481888411165528,129.07137911146128,0.7782146471886331,-7.048690883441821,0.1850138864532591,0.2242412814401269,0.0362361444914016,0.1383529305204072,77,English,happy
Levitating (Version 5),Dua Lipa,0.885339834353821,0.8580827350748798,130.70064652693998,0.739451068369392,-9.142623909281792,0.3596968013237788,0.1597851799365069,0.071219985617904,0.1442351308322833,91,Spanish,happy
Blinding Lights (Version 5),The Weeknd,0.7509136652418491,0.5080284791110905,119.3247499349907,0.5951516031484451,-7.380021182576683,0.0479048527277004,0.2671581842219684,0.1309107171041882,0.2876858117005714,78,English,happy
Watermelon Sugar (Version 5),Harry Styles,0.9156684954429352,0.6993768795716229,105.21521728524542,0.7416979438183464,-5.305271055832967,0.298175789673732,0.1294978638689038,0.0516886514752458,0.1493215670295535,10,English,happy
Dynamite (Version 5),BTS,0.7452329185594541,0.7583668965326404,134.24669828013472,0.6602435266540307,-2.1078780096561625,0.2423099277427548,0.0711680375207983,0.0473030203454686,0.1035006987145162,69,English,happy
Peaches (Version 5),Justin Bieber,0.6983830913538033,0.5642725493038223,111.19402144307834,0.6282928259122311,-8.613011237641961,0.3587061698505701,0.0240701236984926,0.1191669362269433,0.1936388894463815,46,French,happy
Walking on Sunshine (Version 6),Katrina,0.9929514467634426,0.5448155608672209,123.8713359427445,0.936261694973916,-3.075942992848158,0.326828828379712,0.0773708481134819,0.0590508898563111,0.2840251269735508,90,Korean,happy
Happy (Version 6),Pharrell Williams,0.9717503956510344,0.7227051572055719,134.29676136819398,0.6259905921471278,-3.844056534464505,0.0748174994230093,0.0971037709212731,0.1023241945647908,0.2276636325395593,38,English,happy
Can't Stop the Feeling (Version 6),Justin Timberlake,0.6969638929660321,0.5459347298956814,136.63720254649795,0.629883748958115,-5.350094228619102,0.0617450861096809,0.1443420305564452,0.1205402035337696,0.0681382378878494,34,English,happy
Shake It Off (Version 6),Taylor Swift,0.7346417112775683,0.5537658707755897,103.80249822836606,0.9454821045754752,-7.421169240202216,0.3239497783418539,0.0763921964291291,0.145855462778068,0.3160797509613903,26,English,happy
Uptown Funk (Version 6),Bruno Mars,0.8382554962431377,0.6886304754200634,124.71045484883612,0.6569907199443479,-2.563766846017393,0.3322477631150917,0.2895080731999537,0.0511305279925426,0.3058036163212755,48,Spanish,happy
Good as Hell (Version 6),Lizzo,0.9753361827284152,0.5724932264662641,103.98977604200664,0.8335042921805265,-5.404215094560705,0.3367315107033088,0.0419317129878868,0.1651954430161813,0.1205695620167106,20,English,happy
Girls Just Want to Have Fun (Version 6),Cyndi Lauper,0.6654623771462818,0.5657063191723972,148.8744832138829,0.79933874931329,-5.815476601847045,0.143532193649401,0.2631601622439324,0.096715668261848,0.335809803815052,57,English,happy
Dancing Queen (Version 6),ABBA,0.7756539634280873,0.650777771769963,127.7607871401764,0.6356200433738639,-4.019124958589991,0.2010881560369916,0.0696638085440451,0.1829276774566766,0.184361927480624,54,English,happy
Don't Stop Me Now (Version 6),Queen,0.8174211444455954,0.8625888443858187,137.45427975483952,0.5526041183187638,-2.481343011092199,0.2510832212285671,0.1004716843971258,0.0536762523527758,0.3279088162446036,63,English,happy
I Gotta Feeling (Version 6),Black Eyed Peas,0.8480291023714054,0.7133844367905287,153.63355498305745,0.8548687450510388,-8.78660096213799,0.1246888271182193,0.0745467419443397,0.1564708697373551,0.0617363521575227,24,English,happy
Levitating (Version 6),Dua Lipa,0.8279558739485267,0.8049834742962763,152.60593820570497,0.6539367869221584,-3.429941562623897,0.0442526947820828,0.2539356875203554,0.051673072596437,0.1890505516961285,59,Korean,happy
Blinding Lights (Version 6),The Weeknd,0.9189181463118214,0.5599669709395095,113.75508371395848,0.8250136557768798,-4.239707707631405,0.2564590531541189,0.20818453334013,0.1222631553690913,0.1381296706174334,40,English,happy
Watermelon Sugar (Version 6),Harry Styles,0.7382783974015678,0.5726390867205703,154.50703368001768,0.7625263076447542,-6.793188665890881,0.184802321457653,0.2841850018835445,0.0560697385297336,0.255180441205879,69,Korean,happy
Dynamite (Version 6),BTS,0.8023554715537864,0.7445816941738591,101.08661102925043,0.8924557590248681,-2.543053740131101,0.2260532734356836,0.2089952471630676,0.1868248948001402,0.2975335220096895,83,English,happy
Peaches (Version 6),Justin Bieber,0.6610156171657046,0.7305153440667252,136.40290278297135,0.6908588020860738,-4.108446115002217,0.3737468059076059,0.2776705538720329,0.1066426931387024,0.0896333160442643,69,French,happy
Walking on Sunshine (Version 7),Katrina,0.9939364795849338,0.8355592345783737,107.479760872196,0.9143788471778176,-3.0408291035029738,0.2075352228504288,0.1773826307234787,0.0978304596579221,0.0691665735877109,45,English,happy
Happy (Version 7),Pharrell Williams,0.7340788966583603,0.8211413794392046,100.27792138027615,0.6500746272610148,-6.8146504512724535,0.2149582411751691,0.2759566849238281,0.0888788190422134,0.1714336206636797,10,Spanish,happy
Can't Stop the Feeling (Version 7),Justin Timberlake,0.8950004992438994,0.6808871763559229,113.47628937639892,0.703597782259712,-8.873143836961601,0.0705547946024893,0.1495103318218439,0.1012173264157731,0.370196065373835,82,English,happy
Shake It Off (Version 7),Taylor Swift,0.7449575596466532,0.7322353401112174,137.93585727517183,0.5058925054647502,-4.691701023866315,0.0712143867479005,0.2883210952408365,0.0552726637180292,0.1951184433044583,61,English,happy
Uptown Funk (Version 7),Bruno Mars,0.6341398672314575,0.8987497007383789,130.13170061987455,0.7679232577940196,-9.46338818089258,0.2999841881596711,0.0629716779286757,0.1826692292049213,0.1217988741687025,20,Korean,happy
Good as Hell (Version 7),Lizzo,0.6762750882654667,0.5146198671392379,128.32401670659996,0.7541785099681774,-9.47433088457318,0.3102110466780042,0.1359866504244082,0.1191463457856886,0.2042669614283798,29,English,happy
Girls Just Want to Have Fun (Version 7),Cyndi Lauper,0.7603052243501304,0.7238561325232872,109.31441475584276,0.5818676587228719,-3.1057150318918616,0.3784461848534531,0.1119927948839258,0.0760265944344041,0.2753998401336555,63,English,happy
Dancing Queen (Version 7),ABBA,0.7634936684392386,0.5101545422641379,109.36915584197142,0.8221875029813288,-4.728608464718789,0.0108383970013933,0.0665916485798848,0.0692827154199721,0.285162460259555,12,English,happy
Don't Stop Me Now (Version 7),Queen,0.6078842151017456,0.5416434327938295,147.99496512239136,0.5803450979244501,-4.778031137185002,0.0952731124186906,0.0298324178278035,0.0713392724699072,0.3027934261494807,57,English,happy
I Gotta Feeling (Version 7),Black Eyed Peas,0.9422785872425145,0.8320879458267967,123.83101177710728,0.8006383114567908,-8.360125636673432,0.1172590921044053,0.2689007455563359,0.0322103269968251,0.0799279857990638,25,English,happy
Levitating (Version 7),Dua Lipa,0.6831545020584109,0.5106128815495279,110.88612610538785,0.7623687024363615,-6.628603595260016,0.35706868443079,0.2452330685215322,0.0881089497886389,0.1407982017009523,36,Korean,happy
Blinding Lights (Version 7),The Weeknd,0.7518769632669068,0.7361179770059231,116.08381844937256,0.7808670085321103,-6.724706782470077,0.2208188723407921,0.130837958740595,0.080059179122126,0.3819586574367548,83,Korean,happy
Watermelon Sugar (Version 7),Harry Styles,0.9054423176639044,0.556045270306581,152.10807855387478,0.7193440392122812,-2.8435821848472687,0.3199421023789261,0.12756405134077,0.0338197824144199,0.1440370757847311,33,Korean,happy
Dynamite (Version 7),BTS,0.8166536858643467,0.753391287930459,115.47326112599214,0.5627102333327708,-3.320558105605607,0.3937608722814208,0.1577070546908057,0.0591854785942115,0.1453075642817791,48,English,happy
Peaches (Version 7),Justin Bieber,0.6073562706189867,0.8657195226241996,107.06506497340848,0.7594324139814141,-7.807558234502352,0.2216712010063173,0.1954261165055592,0.1710561066302242,0.1222474451162111,14,English,happy
Walking on Sunshine (Version 8),Katrina,0.6043983314633922,0.5547542520275229,154.0011185108863,0.8932505349031319,-5.220695182637534,0.2402067441734613,0.1995110023638766,0.0598131173659864,0.3700441810737359,72,English,happy
Happy (Version 8),Pharrell Williams,0.7675082099568292,0.653255411299799,131.13506231697025,0.5211346850487748,-8.669733049951365,0.2952134465705482,0.0248396003775379,0.132535858609286,0.1358721883884623,30,English,happy
Can't Stop the Feeling (Version 8),Justin Timberlake,0.7557182456167906,0.61547749470828,121.34036298789697,0.8235706573329105,-7.6230262750146,0.3596968013237788,0.1428151206597299,0.1428240981116502,0.3778904087636653,32,English,happy
Shake It Off (Version 8),Taylor Swift,0.8930288388841001,0.5859761514363027,101.87098810367708,0.6180188199349212,-5.239376554397961,0.0205703253937001,0.1489098741603709,0.1314632843158711,0.1669853617859363,42,Spanish,happy
Uptown Funk (Version 8),Bruno Mars,0.9083648814983288,0.5426393012535087,104.50826690414851,0.8276849402916215,-6.036069470350412,0.2753609585710944,0.1304482015811238,0.0718883456506481,0.3366858111859699,83,English,happy
Good as Hell (Version 8),Lizzo,0.9197663515875916,0.7778785883417707,116.32870823379776,0.7656038000910892,-7.112208824479786,0.0366328293306536,0.2751940726386728,0.0532591672562234,0.3825830738372808,41,English,happy
Girls Just Want to Have Fun (Version 8),Cyndi Lauper,0.7784023091831823,0.5740531715354479,132.51405684270148,0.8928256261443837,-4.142200908723511,0.3226244591445799,0.1976350100132152,0.1476870159680349,0.3472184780478617,82,English,happy
Dancing Queen (Version 8),ABBA,0.6998672035436744,0.6957699854572562,113.27256650917612,0.9444506035984912,-2.447525282507094,0.0157707245474023,0.2116725517547065,0.1872922139606632,0.1132013707945667,28,English,happy
Don't Stop Me Now (Version 8),Queen,0.8271780922210518,0.8661953190352167,102.03675871514793,0.813839120261078,-7.621207941019594,0.3697584781506122,0.2913174735496103,0.1905253031492838,0.2159749758301123,52,English,happy
I Gotta Feeling (Version 8),Black Eyed Peas,0.9448170603957252,0.8378197594140282,119.14602839459532,0.8730119633678048,-9.70393892227606,0.2385079513928212,0.0690026511863109,0.0504963705821374,0.0769336205702232,85,English,happy
Levitating (Version 8),Dua Lipa,0.8785155103512559,0.6359499855072265,143.4860062917257,0.529410353359524,-7.477677297355117,0.2157965169501349,0.237216949451689,0.0841879254984518,0.2690619817529532,44,Spanish,happy
Blinding Lights (Version 8),The Weeknd,0.9543910992944749,0.7463452752729218,113.97756848521804,0.5109803517004421,-3.039209008792561,0.0085077643401548,0.2232927001118644,0.119919312784626,0.3786736944795136,84,English,happy
Watermelon Sugar (Version 8),Harry Styles,0.9195132943094662,0.899173644213335,121.0427089271026,0.8452347300190071,-6.784552691126063,0.1919502481215635,0.188251638965511,0.1785251094116776,0.3944292142197533,51,English,happy
Dynamite (Version 8),BTS,0.9073093655458072,0.6671067128669335,125.2814201366242,0.8319120357150012,-8.089782833853581,0.0441896452525578,0.1063866472922329,0.0788306285811939,0.1537078421595965,93,English,happy
Peaches (Version 8),Justin Bieber,0.6934431004199639,0.5168372758545448,101.07243608400483,0.944475075381214,-6.577814930113101,0.1537306588638727,0.2038941848079209,0.0671031609370609,0.3824864143825789,94,English,happy
Walking on Sunshine (Version 9),Katrina,0.9145380057662208,0.5357644009249038,125.0548465470957,0.8956032384029741,-2.4421438216687177,0.1869606044999479,0.1840234167632123,0.0583957708356527,0.3969090191479418,57,English,happy
Happy (Version 9),Pharrell Williams,0.6926686805533774,0.8770927096540503,138.97879893954212,0.7734815576954865,-5.898491911867931,0.0922679246871034,0.0529584096016524,0.0674826555419298,0.115253391750489,52,English,happy
Can't Stop the Feeling (Version 9),Justin Timberlake,0.9118337894267012,0.640050103666692,103.47056059380378,0.936096183563365,-2.9297129202925944,0.3711009132780852,0.2984723467939306,0.0595621923673128,0.1886847066159305,24,English,happy
Shake It Off (Version 9),Taylor Swift,0.9032953902816364,0.7784082472215169,109.2337543803913,0.867124906245778,-8.204475425306715,0.0895270459290492,0.161092326868024,0.1307997889230895,0.2530301727432339,97,English,happy
Uptown Funk (Version 9),Bruno Mars,0.6365947349591019,0.8509843450521521,115.93600255532236,0.5582817145772618,-2.8900153610481825,0.3822605992919013,0.2586382851796351,0.1676177327032292,0.2793346932236576,74,English,happy
Good as Hell (Version 9),Lizzo,0.8203429482436557,0.5347947039645641,124.50719278424192,0.6677098326555413,-7.92196972991739,0.289368045475434,0.1487627205236312,0.0437778567043001,0.1270641206824339,47,English,happy
Girls Just Want to Have Fun (Version 9),Cyndi Lauper,0.8733035054638383,0.53045234379612,151.07241484292612,0.7228159371562884,-6.155307381386816,0.236963113863807,0.2474042897775447,0.0891275653433728,0.2873056533956722,65,Korean,happy
Dancing Queen (Version 9),ABBA,0.8262927855983164,0.6068113080677685,152.7177991813095,0.8588417097231176,-4.732385322732596,0.3402326916376967,0.2601882602879407,0.1504217060415559,0.3429546649272852,69,English,happy
Don't Stop Me Now (Version 9),Queen,0.8789885846677135,0.7720563087041201,137.11668269291107,0.8387224878009385,-8.73115915765541,0.3523483036795714,0.2615530583235695,0.034972038115875,0.3390358626976669,41,English,happy
I Gotta Feeling (Version 9),Black Eyed Peas,0.651547946989378,0.6340475417036567,144.61049537749648,0.5723419532217386,-3.4562638070475025,0.3328536711830968,0.1522403201282508,0.0310855981918617,0.1504633466112195,46,Spanish,happy
